,id,description,preproc_description
10,11,"Baby sunshade top - Soft, stretchy polyester fabric is fast wicking, quick drying and breathable <br><br><b>Details:</b><ul> <li>Lap shoulders relax the silhouette </li> <li>Extended roll-down cuffs accommodate growth spurts; drop hem waist provides extra coverage</li></ul><br><br><b>Fabric: </b>4.3-oz 100% polyester jersey. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(0 g 0 oz)<br><br>Made in Vietnam.",baby sunshade top soft stretchy polyester fabric fast wicking quick drying breathable detail lap shoulder relax silhouette extended roll-down cuff accommodate growth spurt drop hem waist provides extra coveragefabric .-oz polyester jersey recyclable common thread recycling programweight g oz made vietnam
11,12,"Baggies shorts - Even Baggies, our most popular shorts for anything, or nothing, occasionally need an update. This season we've increased the inseam length. Their casual fit, quick-drying water-repellent nylon and elasticized waistband with an internal drawstring remain the same as ever. Other features include a polyester mesh lining, a rear snap pocket and front pockets (with self-draining mesh corners) positioned to reduce drag in the water. Inseam (size M) is 7"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Quick-drying nylon with a DWR (durable water repellent) finish</li> <li>Elasticized waistband with internal drawstring; black mesh liner</li> <li>Vertical on-seam side pockets for reduced drag in the water; pocket bags have quick-drain-and-dry mesh corners; snap-closed back pocket</li> <li>""Inseam is 7""""""</li></ul><br><br><b>Fabric: </b>4.2-oz 100% nylon with a DWR finish. Lining: 5.2-oz 100% polyester mesh. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(233 g 8.1 oz)<br><br>Made in Nicaragua.",baggies short even baggies popular short anything nothing occasionally need update season 've increased inseam length casual fit quick-drying water-repellent nylon elasticized waistband internal drawstring remain ever feature include polyester mesh lining rear snap pocket front pocket self-draining mesh corner positioned reduce drag water inseam size `` recyclable common thread recycling program.details quick-drying nylon dwr durable water repellent finish elasticized waistband internal drawstring black mesh liner vertical on-seam side pocket reduced drag water pocket bag quick-drain-and-dry mesh corner snap-closed back pocket `` inseam `` '' '' fabric .-oz nylon dwr finish lining .-oz polyester mesh recyclable common thread recycling programweight g oz made nicaragua
12,13,"Beach bucket - Whenever you're at the junction of water and land, neutralize the sun's unforgiving rays with the wide brim and soft design of our versatile Beach Bucket. It has a durable, semi-rigid foam bill that is black underneath and casts refreshing 360-degree shade. The 6.8-oz 100% stretch-woven nylon fabric looks and feels like soft canvas, but provides water-shedding, fast-drying performance. Details: a moisture-wicking Coolmax headband, soft chin strap and an adjustable rear buckle for a reliable bond. Fabric 6.8-oz 100% stretch-woven nylon with DWR (durable water repellent) finish.<br><br><b>Details:</b><ul> <li>""Tough, easy care, stretch-woven nylon brim has durable, semi-rigid foam that floats""</li> <li>The bill provides 360-degree sun protection</li> <li>Black underbill to reduce glare</li> <li>Soft chin strap; moisture-wicking Coolmax headband; adjustable rear buckle</li></ul><br><br><b>Fabric: </b>6.8-oz 100% stretch-woven nylon with DWR (durable water repellent) finish<br><br><b>Weight: </b>(106 g 3.7 oz)<br><br>Made in China.",beach bucket whenever 're junction water land neutralize sun 's unforgiving ray wide brim soft design versatile beach bucket durable semi-rigid foam bill black underneath cast refreshing -degree shade .-oz stretch-woven nylon fabric look feel like soft canvas provides water-shedding fast-drying performance detail moisture-wicking coolmax headband soft chin strap adjustable rear buckle reliable bond fabric .-oz stretch-woven nylon dwr durable water repellent finish.details `` tough easy care stretch-woven nylon brim durable semi-rigid foam float '' bill provides -degree sun protection black underbill reduce glare soft chin strap moisture-wicking coolmax headband adjustable rear bucklefabric .-oz stretch-woven nylon dwr durable water repellent finishweight g oz made china
13,14,"Better sweater jkt - June nights camped out in New Mexico's Navajo country are starry and cold. Layer up in the softest fleece we've spun to date. Made from high-performance, sweater-knit polyester fleece, the Better Sweater is warm as wool and technically proficient. The stand-up collar has a zipper garage, and handwarmer pockets keep your fingers cozy. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Soft fleece has a sweater-knit face, fleeced interior and heathered overdyed yarns""</li> <li>Stand-up collar and full zip with garage</li> <li>Raglan sleeves</li> <li>Handwarmer pockets</li></ul><br><br><b>Fabric: </b>9.5-oz 100% polyester with sweater-knit exterior and fleece interior. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(577 g 20 oz)<br><br>Made in Thailand.",better sweater jkt june night camped new mexico 's navajo country starry cold layer softest fleece 've spun date made high-performance sweater-knit polyester fleece better sweater warm wool technically proficient stand-up collar zipper garage handwarmer pocket keep finger cozy recyclable common thread recycling program.details `` soft fleece sweater-knit face fleeced interior heathered overdyed yarn '' stand-up collar full zip garage raglan sleeve handwarmer pocketsfabric .-oz polyester sweater-knit exterior fleece interior recyclable common thread recycling programweight g oz made thailand
14,15,"Borderless shorts-11 in. - Go forward where others cringe. Our Borderless Shorts are made for prying into the outer reaches of unnamed terrain. They have a light, breathable fabric that blends 95% nylon (60% recycled) with 5% spandex mini ripstop to resist the effects of thrashy chimneys and provide stretch for the body language of going places. The DWR (durable water repellent) finish shrugs off water; built-in 40-UPF sun protection shades your legs in open country. Other features include a gusseted crotch to preserve mobility, two front pockets you can access while wearing a harness and a partially elastic waist to keep your shorts adhered under the load of a hip belt. The rear welted pockets secure with zips. Inseam (size M) is 11"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Supple, soft blend of recycled nylon and spandex for total mobility, a light drape, fast dry time and abrasion resistance""</li> <li>Provides 40-UPF sun protection</li> <li>Partially elasticized waistband supports wide range of motion</li> <li>Generous wide-entry front pockets; left front pocket has a hidden internal zip security pocket; welted zippered back pockets</li> <li>Gusseted crotch for mobility</li> <li>""Inseam is 11""""""</li></ul><br><br><b>Fabric: </b>4-oz 95% nylon (60% recycled)/5% spandex with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(219 g 7.6 oz)<br><br>Made in Vietnam.",borderless shorts- go forward others cringe borderless short made prying outer reach unnamed terrain light breathable fabric blend nylon recycled spandex mini ripstop resist effect thrashy chimney provide stretch body language going place dwr durable water repellent finish shrug water built-in -upf sun protection shade leg open country feature include gusseted crotch preserve mobility two front pocket access wearing harness partially elastic waist keep short adhered load hip belt rear welted pocket secure zip inseam size `` recyclable common thread recycling program.details `` supple soft blend recycled nylon spandex total mobility light drape fast dry time abrasion resistance '' provides -upf sun protection partially elasticized waistband support wide range motion generous wide-entry front pocket left front pocket hidden internal zip security pocket welted zippered back pocket gusseted crotch mobility `` inseam `` '' '' fabric -oz nylon recycled spandex dwr durable water repellent finish recyclable common thread recycling programweight g oz made vietnam
15,16,"Borderless shorts-7 in. - One of summertime's gifts is the chance to freely traverse alpine country. These shorts let you make the most of the season. They're made from a soft, supple weave of 95% nylon (60% recycled) and 5% spandex mini ripstop to stretch with energetic moves and breathe for a cooling airflow. A gusseted crotch allows a wide range of motion and a partially elastic waist keeps your shorts adhered under the load of a hip belt. Two on-the-slant front pockets ensure accessibility under a harness; the rear welted pockets secure with zips. With 40-UPF sun protection; inseam (size M) is 7"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Supple, soft blend of recycled nylon and spandex for total mobility, a light drape, fast dry time and abrasion resistance""</li> <li>Provides 40-UPF sun protection</li> <li>Partially elasticized waistband supports wide range of motion</li> <li>Generous wide-entry front pockets; welted zippered back pockets</li> <li>Gusseted crotch for mobility</li> <li>Inseam is 7'</li></ul><br><br><b>Fabric: </b>4-oz 95% nylon (60% recycled)/5% spandex with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(201 g 7 oz)<br><br>Made in Vietnam.",borderless shorts- one summertime 's gift chance freely traverse alpine country short let make season 're made soft supple weave nylon recycled spandex mini ripstop stretch energetic move breathe cooling airflow gusseted crotch allows wide range motion partially elastic waist keep short adhered load hip belt two on-the-slant front pocket ensure accessibility harness rear welted pocket secure zip -upf sun protection inseam size `` recyclable common thread recycling program.details `` supple soft blend recycled nylon spandex total mobility light drape fast dry time abrasion resistance '' provides -upf sun protection partially elasticized waistband support wide range motion generous wide-entry front pocket welted zippered back pocket gusseted crotch mobility inseam 'fabric -oz nylon recycled spandex dwr durable water repellent finish recyclable common thread recycling programweight g oz made vietnam
16,17,"Bucket hat - Besides its shade-casting prowess, the Bucket provides perfect eye cover after an extra-large fish taco fest. It's made from soft, fast-drying 100% nylon with a water-shedding finish to repel rain and ocean spray. The Bucket Hat features a time-tested design with a linear crown, crushable brim and ventilation holes to keep your noggin from hard-boiling. It also rolls into its own inside pocket.<br><br><b>Details:</b><ul> <li>""Lightweight, fast-drying, easy-care fabric""</li> <li>DWR (durable water repellent) finish sheds rain and ocean spray</li> <li>""Crushable, 360-degree brim provides complete sun protection""</li> <li>Rolls into its inside pocket</li></ul><br><br><b>Fabric: </b>4.2-oz 100% nylon with a DWR (durable water repellent) finish<br><br><b>Weight: </b>(63 g 2.2 oz)<br><br>Made in China.",bucket hat besides shade-casting prowess bucket provides perfect eye cover extra-large fish taco fest 's made soft fast-drying nylon water-shedding finish repel rain ocean spray bucket hat feature time-tested design linear crown crushable brim ventilation hole keep noggin hard-boiling also roll inside pocket.details `` lightweight fast-drying easy-care fabric '' dwr durable water repellent finish shed rain ocean spray `` crushable -degree brim provides complete sun protection '' roll inside pocketfabric .-oz nylon dwr durable water repellent finishweight g oz made china
17,18,"Cap 1 bottoms - Spring skiing is as transient as the wind. Move fast, move light, and still stay dry with our lightest-weight Capilene performance baselayer. These bottoms wick perspiration, breathe, and dry quickly. Under a shell, they insulate without overheating. The waistband is brushed for softness, inseams are set forward to prevent chafe, and a gusseted crotch improves mobility. With a functional fly. Made from 3.7-oz 100% all-recycled polyester, with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Silky soft Capilene 1 is the lightest of our technical baselayer fabrics</li> <li>""Fast-drying, highly breathable and sleek, it provides 15-UPF sun protection and can be worn either on its own or under layers in cooler temps""</li> <li>Elastic waistband is brushed for next-to-skin softness</li> <li>""Streamlined, functional fly""</li> <li>Inseams are set forward to prevent chafe</li></ul><br><br><b>Fabric: </b>3.7-oz 100% recycled polyester with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(158 g 5.5 oz)<br><br>Made in USA.",cap bottom spring skiing transient wind move fast move light still stay dry lightest-weight capilene performance baselayer bottom wick perspiration breathe dry quickly shell insulate without overheating waistband brushed softness inseams set forward prevent chafe gusseted crotch improves mobility functional fly made .-oz all-recycled polyester gladiodor natural odor control garment -upf sun protection recyclable common thread recycling program.details silky soft capilene lightest technical baselayer fabric `` fast-drying highly breathable sleek provides -upf sun protection worn either layer cooler temp '' elastic waistband brushed next-to-skin softness `` streamlined functional fly '' inseams set forward prevent chafefabric .-oz recycled polyester gladiodor natural odor control garment -upf sun protection recyclable common thread recycling programweight g oz made usa
18,19,"Cap 1 boxer briefs - On bivy or belay, the form-fitting Capilene 1 Boxer Briefs stay dry and comfortable. Made from 100% recycled polyester, the underwear excels at moisture-wicking and has Gladiodor natural odor control for the garment. Exposed elastic waistband is brushed for softness; the hem is coverstitched for a smooth glide beneath shorts or pants. Fully-functioning fly and supportive front panel keep you covered. 5 1/2"" inseam (size M). Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Moisture-wicking Capilene 1 fabric with Gladiodor for exceptional next-to-skin comfort and natural odor control for the garment</li> <li>Brushed elastic waistband</li> <li>Supportive front panel</li> <li>""Cover-stitched hem for smooth glide under shorts or pants, won't restrict mobility""</li> <li>""Inseam (size M) is 5 1/2""""""</li></ul><br><br><b>Fabric: </b>3.7-oz 100% all-recycled polyester with Gladiodor&#174; natural odor control for the garment. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(72 g 2.5 oz)<br><br>Made in USA.",cap boxer brief bivy belay form-fitting capilene boxer brief stay dry comfortable made recycled polyester underwear excels moisture-wicking gladiodor natural odor control garment exposed elastic waistband brushed softness hem coverstitched smooth glide beneath short pant fully-functioning fly supportive front panel keep covered '' inseam size recyclable common thread recycling program.details moisture-wicking capilene fabric gladiodor exceptional next-to-skin comfort natural odor control garment brushed elastic waistband supportive front panel `` cover-stitched hem smooth glide short pant wo n't restrict mobility '' `` inseam size '' '' '' fabric .-oz all-recycled polyester gladiodor natural odor control garment recyclable common thread recycling programweight g oz made usa
19,20,"Cap 1 graphic t-shirt - This tee is made from our lightest-weight Capilene fabric to achieve a harmonic balance between technical ability and slacker prowess. Designed for dry, cool comfort and sun protection, it's highly breathable and fast-drying and has a silky feel. With a rib-knit collar that's soft against the skin, raglan sleeves that reduce chafing under packs and a tuckable length. Sublimated graphics won't impede breathability. Made from 3.7-oz 100% all-recycled polyester with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Silky soft Capilene 1 is the lightest of our technical baselayer fabrics</li> <li>""Fast-drying, highly breathable and sleek, it provides 15-UPF sun protection and can be worn either on its own or under layers in cooler temps""</li> <li>Rib-knit collar is soft against the skin</li> <li>Graphic elements sublimated into the fabric won't impede breathability or wicking performance</li> <li>Set-in sleeves</li> <li>Cut long enough to tuck in</li></ul><br><br><b>Fabric: </b>3.7-oz 100% recycled polyester with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(132 g 4.6 oz)<br><br>Made in USA.",cap graphic t-shirt tee made lightest-weight capilene fabric achieve harmonic balance technical ability slacker prowess designed dry cool comfort sun protection 's highly breathable fast-drying silky feel rib-knit collar 's soft skin raglan sleeve reduce chafing pack tuckable length sublimated graphic wo n't impede breathability made .-oz all-recycled polyester gladiodor natural odor control garment -upf sun protection recyclable common thread recycling program.details silky soft capilene lightest technical baselayer fabric `` fast-drying highly breathable sleek provides -upf sun protection worn either layer cooler temp '' rib-knit collar soft skin graphic element sublimated fabric wo n't impede breathability wicking performance set-in sleeve cut long enough tuck infabric .-oz recycled polyester gladiodor natural odor control garment -upf sun protection recyclable common thread recycling programweight g oz made usa
20,21,"Cap 1 t-shirt - Minimally styled but technically evolved for punishing expanses of hot country, our silky, ultra-breathable Capilene 1 T-Shirt is quick to wick and fast to dry. The rib-knit collar is soft against skin, and the generous hem is long enough to tuck in. Made from 3.7-oz 100% all-recycled polyester, with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Silky soft Capilene 1 is the lightest of our technical baselayer fabrics</li> <li>""Fast-drying, highly breathable and sleek, it provides 15-UPF sun protection and can be worn either on its own or under layers in cooler temps""</li> <li>Rib-knit collar is soft against the skin</li> <li>Set-in sleeves</li> <li>Cut long enough to tuck in</li></ul><br><br><b>Fabric: </b>3.7-oz 100% recycled polyester with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>130 g (4.6 oz)<br><br>Made in USA.",cap t-shirt minimally styled technically evolved punishing expanse hot country silky ultra-breathable capilene t-shirt quick wick fast dry rib-knit collar soft skin generous hem long enough tuck made .-oz all-recycled polyester gladiodor natural odor control garment -upf sun protection recyclable common thread recycling program.details silky soft capilene lightest technical baselayer fabric `` fast-drying highly breathable sleek provides -upf sun protection worn either layer cooler temp '' rib-knit collar soft skin set-in sleeve cut long enough tuck infabric .-oz recycled polyester gladiodor natural odor control garment -upf sun protection recyclable common thread recycling programweight g oz made usa
21,22,"Cap 2 t-shirt - This one revels in the sweat jamborees of hill climbs, ridge runs and desert singletrack under a resolute sun. Made from the fastest-drying of our performance baselayer fabrics, it has an open knit that invites airflow and provides excellent wicking and exceptional breathability. When worn beneath layers, it's also insulative enough for chilly days. The self-binding neck is pliable and soft; raglan sleeves and flat-ribbed underarm panels merge out of the way of straps to eliminate chafe. Made of 4-oz 100% polyester (54% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Capilene 2 fabric has an open knit that invites airflow and provides excellent wicking for endurance activities in warm to moderate temperatures</li> <li>""Fastest-drying of our Capilene fabrics, it insulates enough for use on chilly days and can be worn beneath other layers""</li> <li>Self-fabric neckline soft against skin</li> <li>Raglan sleeves and underarm panels merge out of the way of pack straps</li> <li>""Flat-rib panel-piecing under the arms and sides is exceptionally breathable, fast drying and eliminates armpit seam chafing""</li></ul><br><br><b>Fabric: </b>4-oz 100% polyester (54% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>121 g (4.3 oz)<br><br>Made in Mexico.",cap t-shirt one revel sweat jamboree hill climb ridge run desert singletrack resolute sun made fastest-drying performance baselayer fabric open knit invite airflow provides excellent wicking exceptional breathability worn beneath layer 's also insulative enough chilly day self-binding neck pliable soft raglan sleeve flat-ribbed underarm panel merge way strap eliminate chafe made -oz polyester recycled gladiodor natural odor control garment recyclable common thread recycling program.details capilene fabric open knit invite airflow provides excellent wicking endurance activity warm moderate temperature `` fastest-drying capilene fabric insulates enough use chilly day worn beneath layer '' self-fabric neckline soft skin raglan sleeve underarm panel merge way pack strap `` flat-rib panel-piecing arm side exceptionally breathable fast drying eliminates armpit seam chafing '' fabric -oz polyester recycled gladiodor natural odor control garment recyclable common thread recycling programweight g oz made mexico
22,23,"Cap 2 zip neck - Designed for wet-then-chill pursuits like backcountry skiing, alpine climbing and mountain trekking, our fastest-drying performance baselayer will keep you cool during endurance activities in warmer temperatures, but also insulates when skies turn dark. Its open knit invites airflow and provides excellent wicking and exceptional breathability. A draft flap backs the zipper, and raglan sleeves eliminate chafe under pack straps. Flat-rib side panels merge with flat, offset seams for chafe-free comfort. Made from 4-oz 100% polyester (54% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Capilene 2 fabric has open knit that invites airflow and provides excellent wicking for endurance activities in warm to moderate temperatures</li> <li>""Fastest-drying of our Capilene fabrics, it insulates enough for use on chilly days and can be worn beneath other layers""</li> <li>Zip-neck for easy climate control is backed by draft flap and zipper garage</li> <li>Raglan sleeves and underarm panels merge out of the way of pack straps</li> <li>""Flat-rib panel-piecing under the arms and sides is exceptionally breathable, fast drying and eliminates armpit seam chafing""</li></ul><br><br><b>Fabric: </b>4-oz 100% polyester (54% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(175 g 6.1 oz)<br><br>Made in Mexico.",cap zip neck designed wet-then-chill pursuit like backcountry skiing alpine climbing mountain trekking fastest-drying performance baselayer keep cool endurance activity warmer temperature also insulates sky turn dark open knit invite airflow provides excellent wicking exceptional breathability draft flap back zipper raglan sleeve eliminate chafe pack strap flat-rib side panel merge flat offset seam chafe-free comfort made -oz polyester recycled gladiodor natural odor control garment recyclable common thread recycling program.details capilene fabric open knit invite airflow provides excellent wicking endurance activity warm moderate temperature `` fastest-drying capilene fabric insulates enough use chilly day worn beneath layer '' zip-neck easy climate control backed draft flap zipper garage raglan sleeve underarm panel merge way pack strap `` flat-rib panel-piecing arm side exceptionally breathable fast drying eliminates armpit seam chafing '' fabric -oz polyester recycled gladiodor natural odor control garment recyclable common thread recycling programweight g oz made mexico
